,name,times,country,raiting,link_name,text_all
456,Layla Orme,1 нояб. 2018 г.,,4 звезды: Отлично,Died off,"I only like the fries, ice cream, milkshakes,and thats it tbh! the rumors had kept me messed up for a while :/ i eat em occasionally tho!"
457,Brandi,26 окт. 2018 г.,US,3 звезды: Средне,After 38 minutes hungry again.,
458,Marta Costafreda,14 окт. 2018 г.,,1 звезда: Плохо,"Pésimo y sucio,todo muy…","Pésimo y sucio,todo muy asqueroso.dejamos la comida"
459,Lockethot,6 окт. 2018 г.,,1 звезда: Плохо,I worked at a McDonald's in the United…,"I worked at a McDonald's in the United States. I had coworkers who would go to the bathroom and would never wash their hands. Whenever I washed my hands, my manager would look at me funny like I should get back to work and stop wasting time. My coworker once ate a McChicken off of the floor because he didn't get enough food at break and he was that hungry. Never eating at a McDonald's again."
460,Emmiv Sanapa,24 сент. 2018 г.,,2 звезды: Ниже среднего,me parece carisimo,me parece carisimo. No puede estar una magnifica 370 pesos y encima eso con el 30 % con la 365 clarin. Yo nunca mas en mi vida voy. Con esa plata como otra cosa.
461,dancespecial40,Обновлено 23 сент. 2018 г.,,3 звезды: Средне,Ottimo servizio però mcdelivery.....?,"Ottimo servizio però mcdelivery miglioratelo!
Spedite a Bitonto!"
462,Elena López,31 авг. 2018 г.,,1 звезда: Плохо,Hacía años que no iba McDonalds y…,"Hacía años que no iba McDonalds y anoche fuimos a cenar y me sorprende la bajísima calidad de todo (sabemos que calidad no es que tenga mucha, pero ha empeorado muy mucho), la hamburguesa de pollo no se sabía a nada, los nuggets estaban malísimos, y las patatas normales finas de lo peor, lo único que medio se sigue salvando son las patatas deluxe. Para comer comida basura, el burguer king sabe muchísimo mejor. He entrado con el tiquet de ayer a opinar a su página pero no me deja hacerlo."
463,Geirone de Luna,25 авг. 2018 г.,PH,5 звезд: Замечательно,Clean Restaurant!,"This place knows how to clean a restaurant! Whenever I come here I always check the kitchen area, the dining are, and the restroom before I order! I always order food here so that says they have a clean restaurant."
464,Maria Mompel Lecha,23 авг. 2018 г.,,1 звезда: Плохо,Hamburguesas asquerosas,
465,Jacob Gelbman,19 авг. 2018 г.,,1 звезда: Плохо,i dont like chemicals,"i dont like chemicals. i like real food, something that you will never get at mcdonalds"
466,Nicole Sabandal,16 авг. 2018 г.,,4 звезды: Отлично,I love their food,"I love their food, their french fries especially and Mc Flurry! I always can't get enought of it! And also they served instantly"
467,MooZonkey,14 авг. 2018 г.,,1 звезда: Плохо,I work here.,"I work here.

The managers dont treat you like a human being and dont care about your own wants and needs.

And trust me, you dont want to know how unsanitary the whole process of making just one burger is."
468,Chispi r,8 авг. 2018 г.,,1 звезда: Плохо,Desayunos McDonald,"Yo soy de viladecans ,fui a desatunar el cafe es lo más malo que puedes tomarte automaticamente visitas los lavabos"
469,Gabriel Daniel Balladares,1 авг. 2018 г.,,1 звезда: Плохо,Ayer compre un bigmac en el McDonald de…,Ayer compre un bigmac en el McDonald de plaza de la cultura Costa Rica me dio malestar de estómago a mis compañeros de trabajo también seguro estaba mal la carne o algo si ven este msj no compren estos días
470,Lisa Labar,23 июл. 2018 г.,,1 звезда: Плохо,Absolutely disgusting!!!!!,"1171 N. 9th Street Stroudsburg Pa....
McDonalds on Rt 611 Stroud Township has Made a Person with Disabilities Scrub the Bathroom floors with a Tooth Brush. So what kind of People can do this.
I feel very concerned that an employer would do something like this to a Individual with disabilities or anyone else.

Please spread the word

Thanks"
471,sebastian argumento,6 июл. 2018 г.,,5 звезд: Замечательно,me encanta!,me encanta!! como siempre 10 puntos
472,Dan Clark,28 июн. 2018 г.,,2 звезды: Ниже среднего,This new system of ordering now is so anti sociable.,"This new system of ordering now is so bad, only for the fact that there is no communication anymore. I ordered my breakfast in Woolwich McDonald’s, bear in mind it had only been open for 30mins the store looked dirty, delivery items cluttering up the shop floor and no napkins or sauces. When I got my order there was NO hello, thank you or anything and that was from the shift manager. Poor service and yet another business that is only interested in taking your money and profits and not customer satisfaction."
473,Adrian Adrian,26 июн. 2018 г.,,1 звезда: Плохо,Maltrato empleados.en el centro intu…,"Maltrato empleados.en el centro intu asturias de siero ha pasado lo mismo. Una encargada se ha dirigido a una chica de forma despectiva, insultante y muy agresiva. Soy trabajador del centro y tanto yo como mis compañeros no dejamos que nos traten asi. No ha sido la primera vez ni segunda ni tercera.Por lo tanto, no volveremos jamás a ese lugar. Es ofensivo. Sera por mcdonalds!!!"
474,Jo Lawler,19 июн. 2018 г.,,4 звезды: Отлично,I had not been to McDonald's for…,"I had not been to McDonald's for several years but on a recent long road trip it was one of the few places open late at night that I could sit in and get a hot meal quickly.
Had a Big Mac burger and a milkshake, it was tasty although didn't look like the burger on the menu."
475,Patricia Castilla,8 июн. 2018 г.,,1 звезда: Плохо,It's awful now,"It's awful now, nothing is good there, everything knows terrible nothing is like before, my husband and I used to go there but now we do not want more, even a simple hot mocha seems only water, apart from the service is so slow"
476,Giorgio Ricci,29 мая 2018 г.,,3 звезды: Средне,qualità non impeccabile,"qualità non impeccabile , ma sempre tra i miei posti preferiti per passare un pò di tempo libero."
477,Fried Clams 14,22 мая 2018 г.,US,4 звезды: Отлично,On Sunday my hubby and I decided to…,"On Sunday my hubby and I decided to check out the renovations that were recently finished in this particular McDonalds at 1927 W. Franklin Blvd in Gastonia, NC. We were especially interested in seeing what the new kiosk machines looked like as well as finding out how easy they were to use (or not), especially for older people who might not be too 'computer literate'. :)

We found that the kiosks were basically very easy to understand and use, and the Menu words and pictures are definitely large enough to see. Also, figuring out how to order a single item versus a meal, and something small, medium, or large wasn't hard at all.

These kiosks are very similar to using a cell phone in that you can move a 'page' up or down with your finger if you can't see everything posted on that particular 'page'.

You can pay by debit card/credit card at the kiosk or you can pay cash at the register (with a real person manning it!).

The only thing I don't know is how to get your sandwich WITHOUT something on it...like pickles or mustard. But then, we didn't order anything that needed something kept off of it. Thankfully, though, there seems to be one or two employees stationed by the kiosks for your ""questioning pleasure"". (They also tend to the tables/floors, keeping everything neat and clean.)

Now to the food we received:
We ordered a Double Quarter Pounder w/cheese meal and a Fish filet meal. Both meals...meat, fish, fries...were cooked just fine. The Sweet Tea was a bit overpowering in the 'sweet' department', though. They could easily cut the sugar down by a third of what they're now putting in and it'd still be sweet...just not ""teeth-curling"" sweet as it was,yesterday.
Also, the tea tasted 'old' as though it had come from the bottom of a pot or pitcher.

Also, it seems the employees may have forgotten that their soda machine doesn't make its own ice but, instead, has to be manually filled by an employee just like the Sweet Tea 'pot' which also has to be filled manually.

BOTH WERE EMPTY WHEN WE ATTEMPTED TO FILL OUR DRINK CUPS RIGHT AFTER ORDERING AND BEFORE SITTING DOWN...(Thankfully, one of the employees stationed by the kiosks got our ice tea and ice water.) AND THEY REMAINED EMPTY WHILE WE ATE OUR FOOD THERE, CURIOUSLY WONDERING JUST WHEN SOMEONE WOULD COME OUT FROM IN BACK AND REFILL THESE TWO ITEMS. NOPE...NEVER SAW ANYONE REFILL THE ICE, THE SWEET TEA OR, FOR THAT MATTER, ANYTHING ELSE.

Overall, this McDonalds is still basically like all the others except that this one now uses kiosks for food ordering.

Oh...and upon entering this building, WATCH YOUR STEP! The floor was being washed at the entrance AND NO MOP SIGN WAS PUT OUT!
In fact, just about the entire area where customers walk to get to a kiosk or the register was very wet! (Thankfully, I was looking down and caught myself as I started to slide!)

True, it's possible that this No Mop Sign situation was a one-time occurrence but then, it only takes one time for someone to slip, fall, and SUE.
THE EMPLOYEES AT THIS MCDONALDS NEED TO BE TRAINED THAT ""NO SIGNS WARNING THE PUBLIC OF FLOORS BEING WET MEANS LAWSUITS IF A PERSON SLIPS AND FALLS!""...and that employees could possibly be sued, too."
478,Kennedy,27 апр. 2018 г.,,4 звезды: Отлично,Would be 5 if the foods was healthy:),
479,Armenio Costa,21 апр. 2018 г.,US,1 звезда: Плохо,Since my last visit to McDonald's I…,"Since my last visit to McDonald's I promised myself to never go to any of them again! When I was eating my hamburger I felt something hard in my burger I looked at it and it was a rat's tooth, this is so disgusting imagine what diseases we can get by eating their untreated food...!"
480,Marilyn Perry,17 апр. 2018 г.,,5 звезд: Замечательно,My safe place when I don't know what to eat!!,What I like about McDonald's is that you can find them literally everywhere. The spicy-crispy chicken is my favourite!!!! I admit it... I'm a sucker for fast food!!!! When I am in doubt about where to go and what to eat I go there.
481,Clara Pérez,2 апр. 2018 г.,,1 звезда: Плохо,Maltrato a un empleado,"Hola q tal . La verdad mi experiencia comp cliente fue buena, . Pero la verdad el trato para los empleados de empresa muy mal, la semana pasada , fui a unos de los comercios a comprar, y veo q unas de las encargadas de turno , llamada Ayelen, de la sucursal de lomas de zamora . Lápida al 540, veo q la trata de forma muy agresiva a lo q parece ser una chica nueva. La verdad desagradable. Yo fui encargada en esa misma sucursal hace 9 años atrás, no vi tan maltrato a una persona nueva . Sabiendo q cuando recién empieza a trabajar, y chocarte con este tipo de personas es muy feo. En vez de motivarte a seguir , todo lo contrario . Espero les siga mi opinión"
482,L,Обновлено 1 апр. 2018 г.,,4 звезды: Отлично,"Deals, Mobile Order and Pay!","I wanted to try the mobile pay and was super happy that the deal for that day was the filet-o-fish buy one get one free! I even customized my order with extra tartar sauce! It was fast and easy. I also customized my order for a large Sprite with no ice!
I was the only one there who did a mobile order, so it was easy for them to see my order!
I don't like leaving my credit card info on an app, so I just swiped and deleted it from the payment area on the app when I got home!
I ordered from my home and McDonalds is only a few minutes away from my home.
I'd recommend it and will use it again!"
483,Ferran Sáez,25 мар. 2018 г.,,1 звезда: Плохо,Mi experiencia respecto a la comida y el trato al personal de siempre,"Mi experiencia respecto a la comida y al trato recibido, ha sido como siempre. Fantástica, trato amable, producto estándar pero hecho con cariño.
Pero esta vez, he notado tristeza, rabia contenida, pero llevada con profesionalidad.
El Macdonals del Prat cierra, nos deja, es comprado por otra franquicia de comida rápida, Burguer King.
Todas esas personas que han trabajado años y años ahí, o van a perder todo, todo, después de haber llevado a ese restaurante a la cima de ventas, o entre vuelo y vuelo siempre lo he visto lleno, con sonrisas en las caras, con rapidez en los servicios, con amor en el trabajo.
Ahora eso que ya todos vemos como normal, CIERRA, TODOS A LA CALLE. Todos al paro, todo por la borda, por estas compraventas entre multinacionales, como siempre, en estas batallas, pierden las personas mas vulnerables, la que han estado trabajando por salarios bajos, para mantenerse ellos y sus familias.
Pero no pasa nada verdad, la vida sigue, y mientras leo este escrito, pienso. ESTA VEZ NO ME HA PASADO A MI.
Ciegos, estamos ciegos. Os lo digo de verdad, si Burguer King no se queda la plantilla, NO IRE NUNCA A ESE RESTAURANTE. NUNCA
BASTA YA de que siempre perdamos los mismos, los que no nos quejamos, los que no lloramos, los que solo nos damos cuenta cuando nos pasa a nosotros, somos como esos judíos, rusos, que estaban en un campo de concentración ruso, y pensaban que a ellos nunca les iba a pasar.
No quedo ninguno, no lucharon, murieron en silencio.
Salvemos este restaurante, o a su personal. Y pienso en lo segundo, que recoloquen a todos en ese centro o en otros,

Hagamos algo, y si estas empresas no hacen nada con esas personas.

No vayamos a comer ahí

Mal muy mal esta sociedad mezquina que solo piensa en si misma, y no en los demás.
Macdonals de aeropuerto del Prat, encontrare a faltar a tu persona.."
484,Julio Peinado Garcia,25 мар. 2018 г.,,2 звезды: Ниже среднего,McDonald de plaza mar 2(Alicante),"McDonald de plaza mar 2(Alicante)
Es la segunda vez que me dan, al pedir neskuik en el desayuno, me dan la leche espumosa, casi hasta por la mitad, y porque pasa eso? Porque me dan lo que queda del carton de leche así, sin mas, y cuando ya te quejas, te dan del nuevo carton que abren... Es una tontería pero alfinal cansa, y que decir que la chica que te pone los cafes(a veces no es la misma que te atiende) parece aburrida y sin ganas de trabajar, y te pone una cara..que para eso que se quede en su casa, cada vez empeoran más todo..
Y aveces hasta las patatas del menu, o muy saladas o muy blandas... No hay términos medios. Enfin..hay gente y gente.. Y hayy McDonald's y McDonald's"
485,Jose Alberto Lara,24 мар. 2018 г.,,1 звезда: Плохо,Inseguridad,"Fui a comer a macdonal ruiz cortinez villa hermosa, en ese momento entraron algunos drogadictos que olían mal, y molestan a los clientes. Luego mujeres calderas con mal olor y también a molestar a los clientes. El gerente hace caso omiso de todo. No sirve para ese cargo, no tienen carácter. Solo una persona ayuda a los clientes, la señora que limpia, pero no cuenta con el apoyo de sus compañeros y jefe. Ella debería ser la jefa de los demás. Es una pena que en un restauran como este no haya seguridad y ni apoyo para quien en verdad lo necesita."
486,james weaber,23 мар. 2018 г.,,3 звезды: Средне,they should allow you to have the…,they should allow you to have the original taste of the old mcdonalds instead of making us eat their so called healthy oil....i eat there maybe 4 times a year and the only thing that has not changed is the steak bagel...omg tasty...egg mc is still ok..but a little bland ...sometimes ( sometimes)you need grease...lol..wakes up the liver and the other digestion organs...
487,Fre Ba,Обновлено 20 мар. 2018 г.,,2 звезды: Ниже среднего,"Bloody, bad long waiting wrong order experience.","On Sunday while traveling back from out of state on a well check visit of a family member, we stopped and went in at McDonald's. When we entered, it was rather crowded although there wasn't many people sitting and dining.
We placed our orders and waited.... And waited.... And waited. While we were waiting a couple came in and went to the same cashier/register that we had earlier. While taking their orders the cashier made the statement that her nose was about to bleed. Instead of letting the customers know that she'd have to excuse herself and get someone else, she continued taking their order, she tilted her head back- squeezed her nose and said Oh it's bleeding now, I need help! I need someone to take my place!
This kinda grossed me out. I went to the front and asked would our orders be ready soon? I was told, I don't know what did you order? I showed them my ticket and was told it'll be ready in a few more minutes. Two ladies that were eating, asked an older gentlemen had he received his order yet. He responded no. They said wow, you ordered right before us and that was about forty five minutes ago.
I couldn't but I could believe it. We had been there about twenty minutes and then our order was ready. Instead of checking our bags we headed out and got in our vehicle to get back on the road to start our unended travel. After being so tired and actually frustrated about the bad experience of that McDonald visit, we still needed to eat. I opened the bags and passed the food around to each person. Immediatly it was a problem. We ordered quarter pounders only to see the kids meal burger put in our boxes. Trust me, I know quarter pounders- they happen to be the only burger I buy and eat from McDonald's. To say I was disappointed is saying it lightly. Everyone's order in our vehicle was messed up.
I don't blame this entirely on the young staff but also the lack of training and the lack of paying attention.
It's been a little over a week since this occurred. Each time I've called to voice my concerns, I've been told to call back at another time or another day. No one has accepted responsibility for what happened. With that being said, I am certain that McDonald's will not be a place myself or family members will patronize again unless this is resolved and honestly, I don't think it will be."
488,Raquel perez,17 мар. 2018 г.,,1 звезда: Плохо,ayer fui a comer al mcdonals y me…,"ayer fui a comer al mcdonals y me dieron las patatas crudas sin terminar ,ahora estoy mala vomitando, pero lo que si se que ya no es la calidad que tenia antes la verdad lo siento pero ya no iré mas al mcdonals"
489,Emma,9 мар. 2018 г.,,1 звезда: Плохо,Why does the milkshake machine never…,Why does the milkshake machine never work..
490,Johannes,25 февр. 2018 г.,NL,4 звезды: Отлично,it can save your stomach abroad,"it can save your stomach abroad, use it only when I'm in countries with different food traditions. coffer is very bad though"
491,Donald Kellog,19 февр. 2018 г.,US,5 звезд: Замечательно,Always big fan of french fries..,Always big fan of french fries... awesome taste... good home delivery service..
492,Tomas Eguren,9 февр. 2018 г.,,1 звезда: Плохо,Cada vez peor,Cada vez peor. Nunca hubo calidad pero es que también te intentan engañar. En los anuncios ves una cosa pero la realidad es bien distinta
493,Lucia Vergel,28 янв. 2018 г.,,5 звезд: Замечательно,McDonald's is a marvellous,"McDonald's is a marvellous place to eat and to have dinner, the hamburgers are good and do business rapidly but through the fault of doing business rapidly there are often that are wrong. The potatoes are very good, I will never stop going to McDonald's"
494,Lorena Carrasco,Обновлено 21 янв. 2018 г.,,1 звезда: Плохо,Bic Mac cada vez peor..,"Desde cuando la BicMac va solo con una loncha de queso?? Las dos que pedí igual, con su lechuga ya pasada de el tiempo que la dejan preparada, que rabia pedir para llevar a casa y encontrarte esto.."
495,John Jones,10 янв. 2018 г.,,3 звезды: Средне,Average for party and functions but …,Average for party and functions but good for singles
496,Dan ventress,8 янв. 2018 г.,GB,5 звезд: Замечательно,Harrogate branch is awesome,I love my local store all the staff get along so well and it is very nice to see how welcoming and funny some staff are love going to this branch wish everyone was like them
497,Joshua “Jmisbest” Marnell,6 янв. 2018 г.,,3 звезды: Средне,Coffee Spilt,"Went with Family, the lady balanced the tray and I got the happy meal off. The coffees and teas spilt. Fortunately we got another one. One time they forgot my fries in my McNuggets."
498,kbrnthuesos rompehuesos,Обновлено 2 дек. 2017 г.,,1 звезда: Плохо,No vallais a ningun mcdonals horrible todo,El dia 2 de diciembre del 2017 a la 1de la noche aprox en mcauto de avila Horrible no vuelvo a un mcdonals nunca mas estaba todo mal las papas super saladas una bebida que no era nestea... parecia cocacola que la vaciaron y rellenaron de lipton ... la hamburgesa super tiesa el queso sin desacer la carne de la hambursea mas seca que los pies de mahoma ... los mcnuges mas pasaos... de media hora porlomenos apreder a cocinar como en el burger king no volvere nunca mas a ningun mcdonals me quedo con ganas de pedir una hoja de reclamaciones aprender a cocinar
499,Olyvia Danielsen,23 нояб. 2017 г.,,4 звезды: Отлично,I love their burgers,
500,Shanice Brown,21 нояб. 2017 г.,,2 звезды: Ниже среднего,I asked the lady at the counter for no …,I asked the lady at the counter for no onions and gherkin but as always I ended up with a burger with gherkin and onions She refused to replace it because I had a but out of it already. I like McDonalds because it is cheap but customer service is really poor
501,Avery Games,31 окт. 2017 г.,,1 звезда: Плохо,"$5 Stomach ache, and probably fake meat","Going here is a huge mistake. Guaranteed $5 stomach ache. I got food poisoning the last 2 times I went here. Just as Jim Gaffigan said, buh buh buh buh buh Mistake. Really? It can't be real meat for the low prices they're selling it"
502,Wayne Hayle,20 окт. 2017 г.,,4 звезды: Отлично,Value for service and food is good …,Value for service and food is good enough for a fast food.
503,William Burrell,27 сент. 2017 г.,GB,1 звезда: Плохо,FORMAL COMPLAINT ABOUT MCDONALD …,"FORMAL COMPLAINT ABOUT MCDONALD TANKERSLEY 00584
hi i quit McDonald tankersley 00584 yesterday
i raised an issue with the jj cooper the manager yesterday because i have worked with a member of customer service on the front and she has been bitchy and unprofessional toward me for 2 days towards and not training just putting me down about every silly little thing and when i raised the issue with jj cooper he was blaming me saying im not doing the properly and picking on staff he wasn't listening too me he was just verbally abusing me he said because i have been there for 5 day that he would believe them because they have been there for 20yr he was totally rude towards me i quiet because i felt like they wasn't training me they was just bulling me and putting me down the only things i complained too the staff about was because they was telling me i was only allowed five mints break which legally you should have 20-40 mints break and the over was because staff was doing order wrong and give me the reg of the cars wrong plus they told me i was only allowed 4 points for my meal but i wasn't allowed a drink the rest of the day i thought this was a good company but what i seen toward me put the company down like in the kitchen there was food on the floor, water and a wet floor , and the rubbish was pilled high i wounder that they haven't got rats but this was an amazing company too work for but tankersly really lets the reparation of McDonald if i got ask too go back too tankersley i would say no because no one should be treat like that at work.
quit job today 5 day working at McDonald best thing i ever did management rude,ignorant ,unprofessional ,two faced and liars plus arssholes . i used too work on the front as customer service/ party host but some of the staff are amazing in McDonald and the other are rude ,horrible and dont know how too use there manners too customers and staff and food isnt fresh its frozen ie microwaved or cooked i would advice please people for the price of food at McDonald they should go else where for fresh cooked food and i would advice anyone not too work there , treat staff like sxxt.
i really did want too work for McDonald but i dont want too work for tankersley mcdonald how i been treat i would work for a different McDonald but not tankersley i worked my arss off everyday i was in no staff help me it was horrible
i was supposed too work this week and come too the meeting for the guranteed contract but after this i never want too work for mcdonalds takersley

yours sincerely
william burrell"
504,Morgen,22 сент. 2017 г.,,1 звезда: Плохо,I used to adore McD,"I used to adore McD but once I saw its worker sneezed on a burger, then dropped it on a dirty floor and served to one of the customers... I no longer eat there..."
505,Gregory,21 сент. 2017 г.,,3 звезды: Средне,tasty,"tasty, not expensive."
506,Brodie Minchin,20 сент. 2017 г.,,3 звезды: Средне,Tasty,"Tasty, cheap fast food and convenient."
507,NOTE,9 сент. 2017 г.,,3 звезды: Средне,Give me chicken not hot,
508,410Casper2017,9 сент. 2017 г.,US,2 звезды: Ниже среднего,The McDonald's on 291 hwy in Lee's …,"The McDonald's on 291 hwy in Lee's Summit, is a mess. There are two drive thru lanes and they back up all the way to the street and block traffic. I am not sure what the answer is, but they need to do something. I am not going back there as I don't have 20 minutes to wait it line just to get a burger and fries. Very disappointing. Perhaps someone needs to be in the parking lot during peak hours directing traffic to the correct speakers to give orders."
509,Debra Candey,14 авг. 2017 г.,,3 звезды: Средне,I and my family was in a McDonalds in …,"I and my family was in a McDonalds in Harrison Mi on August 2, 2017 around 1:35 PM and ordered food. Since the cashier was being trained my coupon wasn't taken of my order so she called the manager over, she said she couldn't do anything since she cashed me out and she walked away. I think she was very rude and not trying to correct the issue. I will not go back to that McDonalds again. I have never had this treatment ever at any McDonalds I've been to. This person doesn""t need to be in this position .
I was a Manager for over 15 years and never treated anyone like this."
510,tratop,Обновлено 16 авг. 2017 г.,,1 звезда: Плохо,Personnel de mauvaise foi,"A l’aéroport de Lima au Pérou les produits sont manquant ,le personnel ainsi que le responsable sont de mauvaise foi.
Et puis,allez voir ailleurs pour manger plus sainement,et surtout goûter à toutes les spécialistes Péruviennes.
Nous ne somme pas que des estomacs sur pattes. Nous apprécions aussi les bons mets."
511,MORDCHAI LEVY,6 авг. 2017 г.,US,1 звезда: Плохо,THEY MUSLIS PREBYETERIAN CH,"THEY MUSLIS PREBYETERIAN CH
ILD MOLESTER
CANCER PRODUCER YES
US REGUSTER KILER TEY SELL CONTMINATED FOOD
HECTOR PHARMACIST OF C V D IN TULSA ATE THERE FORYEAR AND HE BECAME 400 POUNDER K MART PHARMACIST FATTIES
CHRISTPHER BROWN OF UNADIALL RX INUNDALA NEW YORK PHARMACIST TAKE HIS KIDS THER SINCE HE IS LOAW GRADE PHARMACIST
SAEED BAJWA MD EAT THERE HE IS PI NEUROSURGEN
RAIZ LONE ATE THER AND I DISPENSED PHOSP FEET ENEM TO RINSE HIS LONG RECTUM AND KAMMAMCHITES
DR KHAL BITT OF BIANDRIFGE AE THERE AND GOT POISOE ANDTHEY REMOVED HI COLON ND COLON RE SECTION
MY neghboiyr grace ate there for years nd and she cnnot walk now dying with asth for Teflon intoxications at mcdond grace if 70 on oxygen nd smoke some dsy we will have a fire for the smoke and the oxygen will strait blow up
nasty dr raiz lone md Sidney nd eat there all the time they have
HALAL HAMBURGER SPECIALLY TO PAKIS, AND FGHNAI WITH PORT ROAST BEEF SOTHEY CAN GET A TAPE WARM INTHE BRAINS
U SA RESGSTERED PIGS YES NO 1000- 100000000,O
DO TEY SELL HAM AND EGGS YES TO THEY DO
FLOOR DIRTY AS HUMER BALDI HEAD ,
DOES SCHUMER BUYS ANY KAMAMOOCHES HAIR FORM BENEYOUCE YES THEN HE GROW THEM UP ON HIS AFTER GIVE BEYONCE A KAMAMOCHIES KISS FOR HER MAMOCCHES HAIRS h = pubic hair
do they sell contaminated lettce yes every day of the week
toilets clean no no ever
place smell like fecess house of brookly when te street adies defacte
does LAMAR ODOM EEAT THERE YES
IS LAMAR DYING WITH HEROIN ADDITIONS UES SOON
CAITLYN JENNER ATE THER MANY TIMES BECOME TRANZY
OBAMA ATE THEY AND MICHELLEE 2 TIMES AND HD AN OPERATION FOR HER COLON INFECTION
DO THEY DILUTE THE COKE AND SOFT DRINK MACHINE YES
DO THEY PUT TENNIS SHOES INTHE FRENCH FRYERS YES
DO THEY HAVE GREASE PIT OF POTATO FRIES IN MONTICLLEO NEW YORK YES OFTEN
ARE THEY RUSSKIIES JEWS YES FOR MOSCOS ROOSTER SUCKING SOCIETY
DOU CALL KILGORIE YES THEY CALL MIMMGERS
WHAT Y CALL I CAL NATIONS WIDE KILERS
DOES THE LORD WILL PROVIDER WITH DEATHYES MANY OF THEIR EMPLOYEES AND OWNER GET BRAINS CANCE FOR THE TEFLON ANDTHEY DIE LIKE MANY OTHERS
CLSSS ACTION IS NEEDS FOR SELLING DIRTY FOODS
DO THEY HAVE HLL YES THEY HAVE HAE; LACED WITH SAUSAGE PORK
I READINTHEINTERNET THEY PLANTED PORK INTE MUSLIMS FAMILY HAMBURGERS
MUSLIMS FAMILY AND THE WERE DEFACTING INTHE GARDEN ALL AT ONCE THEY
POISONED FEW MUSIM IN GEORGIA
THEY NICK NAMES MUSLIM CHASER
AND MUSLIN DEOPRTERS
DOES IVANAKA EAT THERE YES SHE ATE THERE
DOES TRMP EVER EAT YES HE SURE DID ATE ONE HAMMY
ANDTHEY ADMINSSTRED 3 LITERS ENEMA TO CLEN HI GT"
512,Aitor Rubio López,4 авг. 2017 г.,,3 звезды: Средне,Aunque los precios son buenos,"Aunque los precios son buenos, la calidad es bastante mala."
513,romdestroXXX,31 июл. 2017 г.,,4 звезды: Отлично,mcdonalds is fine in romani,lol! mcdonalds burgers is fine in romania and tasty. I dont know if it healthy but i dont care i eat there 1 time 2 months:))
514,Caroline Schmidt,27 июл. 2017 г.,IT,2 звезды: Ниже среднего,I don't like the patty it's so dry and …,I don't like the patty it's so dry and the chicken also
515,Mili Cova,Обновлено 20 июл. 2017 г.,,1 звезда: Плохо,Horrible servicio,"Horrible el 19/07/2017
Estuve esperando en la fila por un desayuno como 1 hora y dijeron que se habia acabado la hora del desayuno NOS HICIERON ESPERERAR UNA MALDITA HORA PARA NADA"
516,Cristina Cañizares Alarcón,10 июл. 2017 г.,,5 звезд: Замечательно,Muy bueno todo y a buen precio.,
517,Raghunath,8 июл. 2017 г.,IN,1 звезда: Плохо,My only complaint is they keep sending …,My only complaint is they keep sending promotional SMS without any permission. Pathetic and desperate.
518,Vicente Duato,6 июл. 2017 г.,,1 звезда: Плохо,no vayas al mcauto,En el McDonald alfafar al lado de kiabin nunca pidas un postre de mcfurry si pides una cosa te ponen otra ya van cuatro veces mal de cinco q he pedido
519,Joe,8 июн. 2017 г.,,5 звезд: Замечательно,badabapapa i love it!badabapapa i love …,badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!badabapapa i love it!
520,Williams Constanza,2 июн. 2017 г.,,5 звезд: Замечательно,Excelente restaurante,
521,Shandoria Goines,30 мая 2017 г.,,3 звезды: Средне,Never been too crazy about the food!!!Meat looks fake!!,CAN EVERY MCDONALDS GET NEW ICE CREAM MACHINE ??THEY NEVER WORK!! MAKE YOU WANT TO CANCEL YOUR WHOLE ORDER!!
522,Mustafa,13 мая 2017 г.,,1 звезда: Плохо,Erh...,"Lovely food. Shame they put things like horse meat in burgers. Well they ""use to"". Who knows what else they put in it to save a few quid. Cant believe a trillionaire company is trying to save about 5p for every burger they sell. Might make a differmece in lrofit by millions but that doesnt effect the profit of billions they makr"
523,Enid Arroyo,5 мая 2017 г.,,1 звезда: Плохо,SIN CUBIERTOS Y SIN SERVILLETAS POR SERVICARRO.,"Hasta la pagina esta mala. Fui esta mañana 5 DE MAYO a Mdonalds de la Ave. Muñoz Rivera,por servicarro pedi dos servicios de revoltillo uno con salchillas y otro con papas y totadas. Me dieron todo mal. SOLO ME DIERON UNO SET DE CUBIERTOS Y SIN SEVILLETAS, COMO ES POSIBLE. La cajera muy atenta, pero la que sirve la comida es UNA MORRONA. Si no sabe .. que no trabaje.QUE SE VAYA A RECOJER PAPAS AL CAMPO. Se le notaba en la cara que es una MORRONA. COMO NO ME VAN CUBIERTO POR SERVICARRO NI SERVILLETAS.. DIOS SANTOS.. INVOICE 003452. CREO QUE NO VUELVO Y ERA MI FAVORITO."
524,Darth,Обновлено 4 мая 2017 г.,,5 звезд: Замечательно,Guiseley bransh,"Hello, feel I have to write and share the fantastic service I received yesterday from your Guiseley store, I would very much wish you to pass thanks on to Rebecca. She went above and beyond her duties, when I ever I go in she is cheerful and helpful! A credit to the company."
525,Esther Marti,30 апр. 2017 г.,,5 звезд: Замечательно,Muy buen servicio y comida,"Muy buen servicio y comida, atención al cliente muy bien tb."
